ID;LABEL;"LEFT(ADDRESS, 256)";SCHOOLNO;WWW;SCHOOL_TYPE;BUILDDATE;REGION_TYPE;ELDERATE_ID;GIS_X;GIS_Y
140;Žvangutis;"Rinktinės g. 38A, Vilnius";190017833;;1;1987-12-12;;1;582825;6063129
139;Žuvėdra;"Parko g. 8A, Vilnius";190017648;;1;1961-01-01;;14;591153;6062362
138;Žolynėlis;"Žolyno g. 44, Vilnius";190023163;;3;1975-06-27;;13;586289;6064326
388;Žolynas;"Žolyno g. 45A, Vilnius";304221230;;8;2016-04-24;;13;0;0
141;Žirniukas;"Verkių g. 17, Vilnius";190018892;;1;1964-03-14;;1;582987;6064149
159;Žirmūnėliai;"Žirmūnų g. 13, Vilnius";290020620;;1;1996-01-01;;1;584179;6064686
137;Žiogelis;"J. Kolaso g. 15, Vilnius";190013774;;1;1961-01-01;;14;587518;6060127
135;Žilvitis;"Viršuliškių g. 9, Vilnius";190022823;;1;2014-03-01;;9;579066;6064823
136;Žilvinėlis;"Taikos g. 130, Vilnius";190015825;;1;1986-02-06;;8;578345;6065108
134;Žiedas;"Žemynos g. 41, Vilnius";190032212;;1;1998-11-12;;7;579182;6066420
133;Žibutė;"Architektų g. 62, Vilnius";290023730;;1;1992-01-21;;11;578099;6060142
151;Žiburėlis;"Laisvės pr. 46, Vilnius";290028510;;1;1992-01-21;;10;578464;6063037
132;Žemuogėlė;"Architektų g. 108, Vilnius";290011190;;1;2013-03-13;;11;577330;6060702
131;Žemyna;"Žemynos g. 13, Vilnius";190032027;;1;1111-11-11;;7;579220;6066005
130;Želmenėliai;"Šaltkalvių g. 30, Vilnius";190023359;;1;2013-11-13;;19;581955;6058911
171;Žaliakalnio;"Pergalės g. 22, LT-11203 Vilnius";191713231;;1;2013-11-01;;14;591084;6062066
129;Zylutė;"Justiniškių g. 45, Vilnius";190029198;;1;1981-04-21;;9;578692;6063900
127;Voveraitė;"Jūratės g. 4A, Vilnius";190012868;;1;1960-01-01;;13;584798;6063154
181;Volungė;"Volungės g. 10, Vilnius";191713046;;1;1961-01-01;;13;585007;6063735
316;"VMSA testuojamas pensionas";"Baltasis Skersgatvis 3, Vilnius 01207";190997946;www.dcsviesa.lt;4;1992-09-22;;16;584087;6061388
315;"VMSA testuojamas darželis";"Konstitucijos pr. 3, Vilnius";1;;1;2009-10-09;;3;582468;6062868
167;Viltis;"I. Šimulionio g. 6, Vilnius";190034188;;3;1960-01-01;;1111;578819;6062722
126;Viltenė;"Gerosios Vilties g. 7A, Vilnius";190014538;;1;1996-01-06;;18;580171;6059971
280;"Vilnios pagrindinė mokykla";"Palydovų g. 29a";190978974;;1;1961-04-01;;14;591077;6063647
386;"Vilniaus Žemynos progimnazija";"Žemynos g. 14, Vilnius";295472120;;7;2002-04-10;;7;0;0
339;"Vilniaus Vladislavo Sirokomlės vidurinė mokykla";"Linkmenų g. 8";190001462;;1;1960-01-01;;3;581831;6063489
376;"Vilniaus Viršuliškių mokykla";"Viršuliškių g. 7, LT-05107 Vilnius";190002379;;6;1960-01-01;;9;579010;6064745
373;"Vilniaus Verkių mokykla-daugiafunkcis centras";"Verkių g. 62, Vilnius";190981237;;1;1960-01-01;;2;583293;6065999
335;"Vilniaus Trakų Vokės gimnazija";"Trampolio g. 5";191317260;;1;1960-01-01;;20;571743;6055129
313;"Vilniaus Taikos progimnazija";"Taikos g. 157";195007889;;1;1960-01-01;;8;578173;6064995
338;"Vilniaus Spindulio pagrindinė mokykla";"R. Jankausko 17";190006242;;1;1960-01-01;;10;577819;6062339
381;"Vilniaus Simono Stanevičiaus progimnazija";ssdasd;290008970;;1;2015-12-16;;4;580945;6065960
334;"Vilniaus Simono Konarskio vidurinės mokykla";"Statybininkų g. 5";190005140;;1;1960-01-01;;17;581103;6060422
372;"Vilniaus Senamiesčio vidurinė mokykla";"M.Daukšos g. 7";190006819;;6;1997-10-01;;16;583360;6060539
375;"Vilniaus savivaldybės Grigiškių gimnazija";"Kovo 11-osios g. 21, Grigiškės, Vilniaus m. sav.";190661333;;6;1952-08-18;;21;570222;6059984
374;"Vilniaus Sausio 13-osios mokykla";"Architektų g. 166, Vilnius";190005293;;1;1969-09-01;;11;578374;6061530
383;"Vilniaus Saulėtekio mokykla-daugiafunkcinis centras";gfgf;3025689;;7;1964-06-18;;19;582305;6058856
337;"Vilniaus Salininkų gimnazija";"VAIKŲ G. 16";191317118;;1;1960-01-01;;19;581401;6053402
336;"Vilniaus Ryto progimnazija";"D. Gerbutavičiaus g. 9";190006057;;1;1960-01-01;;10;578039;6062641
333;"Vilniaus Pranciškaus Skorinos gimnazija";"Antakalnio g. 108, Vilnius";191722390;;1;1960-01-01;;10;584743;6065166
311;"Vilniaus Naujininkų mokykla";"Šaltkalvių g. 32";190007344;;1;1996-10-16;;19;581862;6058943
387;"Vilniaus Mykolo Biržiškos gimnazija";"Taikos g. 81, Vilnius";190003328;;7;1985-01-01;;8;0;0
385;"Vilniaus Martyno Mažvydo progimnazija";"Vydūno g. 17A";195003862;;7;1989-11-14;;0;0;0
384;"Vilniaus Maironio progimnazija";"Čiobiškio g. 1";190002564;;7;1986-06-20;;5;0;0
332;"Vilniaus Liepkalnio Pagrindinė Mokykla";"Liepkalnio g. 18";190007159;;1;1960-01-01;;15;583697;6059847
331;"Vilniaus Levo Karsavimo vidurinė mokykla";"Justiniškių g. 43, Vilnius";190002411;;1;1960-01-01;;9;578576;6063778
314;"Vilniaus Karaliaus Mindaugo pagrindinė mokykla";"Mindaugo g. 9";190005336;;1;1968-06-01;;17;582092;6060990
370;"Vilniaus Juzefo Ignacijaus Kraševskio gimnazija";"Rugiagėlių g. 15";190007878;;1;1951-01-01;;14;591579;6063483
371;"Vilniaus Jono Pauliaus II progimnazija";"Rygos g.10, LT-05264";195472315;;6;1994-09-01;;9;578729;6065110
369;"Vilniaus Joachimo Lelevelio vidurinė mokykla";"Antakalnio g. 33, LT-10312 Vilnius";190000175;;1;1941-09-01;;13;584432;6063634
312;"Vilniaus Emilijos Pliaterytės progimnazija";"Žirmūnų g. 119";195472653;;1;1968-06-01;;2;584012;6066489
382;"Vilniaus Centro mokykla";dsfad;4454;;1;2015-12-09;;17;581603;6062553
324;"Vilniaus Baltupių progimnazija";"Didlaukio g. 23";190000894;;1;1979-12-16;;1;582037;6066691
380;"Vilniaus Ateities mokykla";"S.Stanevičiaus g. 98";190003666;;7;1987-12-12;;4;580657;6066603
378;"Vilniaus Aleksandro Puškino mokykla";"Gabijos g. 8";190003470;;7;1989-12-12;;0;578722;6066745
342;"Vilniaus „Pelėdos” pradinė mokykla";"Taikos g. 97";190016165;;1;1999-06-05;;8;578130;6065682
389;"Vilniaus „Genio“ pradinė mokykla";"Miglos g. 1, Blindžių  g. 3, Lukiškių skg. 4";191665719;;7;2016-05-02;;6;0;0
124;Vilnelė;"Pergalės g. 20, Vilnius";190023544;;1;1111-11-11;;14;591050;6062147
150;Vilkpėdės;"Gerosios Vilties g. 15, Vilnius";190016699;;1;1996-01-06;;18;580272;6059882
166;Vilija;"Taikos g. 15, Vilnius";190022976;;1;1980-12-14;;8;579249;6065426
158;Vieversys;"Žirmūnų g. 89, Vilnius";190020815;;1;1960-01-01;;2;584093;6065626
189;"VĮ Mažasis Trinapolis mok. 550 Lt.";"Trinapolio g. 11";15;;2;2012-10-17;;1111;583013;6066065
123;Vėtrungė;"Gardino g. 8, Vilnius";190028096;;1;1973-11-30;;15;583891;6059613
125;Vėrinėlis;"S.Stanevičiaus g. 68, Vilnius";190033848;;1;1989-09-01;;4;580732;6066291
122;Vėjelis;"Gabijos g. 21 Vilnius";190032899;;1;1961-01-01;;7;578763;6066861
121;Varpelis;"Ukmergės g. 204, Vilnius";190030019;;1;1960-01-01;;5;580302;6064729
120;Vandenis;"P. Žadeikos g. 14A, Vilnius";190033990;;1;1960-01-01;;4;579871;6067055
367;"Valakampių socialinių paslaugų namai";"Rukeliškių g. 44, Vilniaus m., Vilniaus m. sav., LT-10101";190998090;;4;2015-01-01;;0;583933;6068057
148;Vaivorykštė;"Tuskulėnų g. 42, Vilnius";190013393;;1;2013-02-01;;2;583236;6063314
